Piano;Codice Programma;Programma;Codice Investimento;Investimento;Codice Intervento;Intervento;Amministrazione Titolare;CUP;Stato CUP;Codice Natura Investimento;Natura Investimento;Codice Tipologia Investimento;Tipologia Investimento;Codice Settore Intervento Investimento;Settore Intervento Investimento;Codice Sottosettore Intervento Investimento;Sottosettore Intervento Investimento;Codice Categoria Intervento Investimento;Categoria Intervento Investimento;Titolo Unità di Rilevazione;Soggetto Attuatore;Codice Fiscale Soggetto Attuatore;Finanziamento PNC;Data di estrazione
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B43D22000880005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;03;INFRASTRUTTURE DEL SETTORE ENERGETICO;0306__;PRODUZIONE  DI ENERGIA;0306__998_;ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;"PNC SISMA 2016 - SUB MISURA A2 - O.C.S.R. N. 24/2022 - ""COMUNITA' ENERGETICHE, RECUPERO E RIFUNZIONALIZZAZIONE EDIFICI PUBBLICI E PRODUZIONE DI ENERGIA/CALORE DA FONTI RINNOVABILI"" -*VIA VARIE*""COMUNITA' ENERGETICHE, RECUPERO E RIFUNZIONALIZZAZIONE EDIFIC";COMUNE DI COMUNANZA;80001250440;1639582,29;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B43D23000760003;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;03;INFRASTRUTTURE DEL SETTORE ENERGETICO;0306__;PRODUZIONE  DI ENERGIA;0306__998_;ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;PROGETTO PER LA REALIZZAZIONE DI SISTEMI CENTRALIZZATI DI PRODUZIONE E DISTRIBUZIONE INTELLIGENTE DI ENERGIA E/O CALORE DA FONTI RINNOVABILI, ANCHE ATTRAVERSO COMUNITÀ ENERGETICHE PER LA CONDIVISIONE DELLENERGIA.*VIA PIAVE, 12*REALIZZAZIONE DI IMPIANTI D;UNIONE MONTANA DEI MONTI AZZURRI;01874180431;9424581,95;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B43D23000780008;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;03;INFRASTRUTTURE DEL SETTORE ENERGETICO;0306__;PRODUZIONE  DI ENERGIA;0306__998_;ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;REALIZZAZIONE COMUNITA' ENERGETICA COMUNI DI CASCIA, CERRETO DI SPOLETO, SELLANO, NORCIA, VALLO DI NERA, SANT'ANATOLIA DI NARCO, MONTELEONE DI  SPOLETO*PIAZZA GIUSEPPE GARIBALDI N.26*REALIZZAZIONE COMUNITA' ENERGETICA COMUNI DI CASCIA, CERRETO DI SPOLETO,;CONSORZIO DEL BACINO IMBRIFERO MONTANO DEL NERA E VELINO;84005780543;5467200,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B48I21002550005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0101__;STRADALI;0101__999_;ALTRE STRUTTURE/INFRASTRUTTURE STRADALI;SOCIETÀ UNICA ABRUZZESE DI TRASPORTO TUA S.P.A.*VIA SAN ORIONE, 4*INTERVENTO DI RIQUALIFICAZIONE, EFFICIENTAMENMTO ENERGETICO E MITIGAZIONE SISMICA E MITIGAZIONE DELLA VULNERABILITÀ SISMICA DELL'IMMOBILE OFFICINA/UFFICI DEL COMPLESSO IMMOBILIARE DESTINATO;SOCIETA' UNICA ABRUZZESE DI TRASPORTO S.P.A.;00288240690;725440,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B49J21029610005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;MISURA A2 OBIETTIVO 1 RIFUNZIONALIZZAZIONE EFFICIENTAMENTO ENERGETICO STRUTTURE ANNESSE AL CAMPO SPORTIVO. LOC CAMPOTOSTO CAPOLUOGO*LOC CAMPOTOSTO CAPOLUOGO*RIFUNZIONALIZZAZIONE EFFICIENTAMENTO ENERGETICO STRUTTURE;COMUNE DI CAMPOTOSTO;00085160661;326305,94;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B62C21001620005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0512__;SPORT, SPETTACOLO E TEMPO LIBERO;0512__100_;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;IMMOBILE SITO IN VIA SAN NICOLA ADIACENTE AL TEATRO COMUNALE N.A. ANGELETTI*VIA SAN NICOLA*RIQUALIFICAZIONE EDIFICIO DA DESTINARE AD ALBERGO DIFFUSO E AMPLIAMENTO DEL TEATRO COMUNALE N.A. ANGELETTI;COMUNE DI SANT'ANGELO IN PONTANO;83002690432;942900,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B63D23000870005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;03;INFRASTRUTTURE DEL SETTORE ENERGETICO;0306__;PRODUZIONE  DI ENERGIA;0306__998_;ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;REALIZZAZIONE CER CIVITELLA CASANOVA*VIA VARIE*REALIZZAZIONE CER CIVITELLA CASANOVA;COMUNE DI CIVITELLA CASANOVA;00228640686;1140832,43;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B65I23001020006;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;COMUNITA' ENERGETICHE FONTI RINNOVABILI*VIA CAPOLUOGO*INSTALLAZIONE PANNELLI FOTOVOLTAICI PER REALIZZAZIONE COMUNITÀ ENERGETICHE;COMUNE DI MICIGLIANO;00113670574;632714,14;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B67H21011310005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0613__;OPERE,  IMPIANTI ED ATTREZZATURE PER L'AGRICOLTURA, LA ZOOTECNIA E L'AGROALIMENTARE;0613__138_;STRUTTURE PER LA ZOOTECNIA;EFFICIENTAMENTO ENERGETICO E  MITIGAZIONE DELLE VULNERABILITÀ SISMICHE MATTATOIO COMUNALE*VIA A. CASARI*MANUTENZIONE STRAORDINARIA;COMUNE DI CIVITELLA CASANOVA;00228640686;421378,55;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B73D21014680001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;LARGO ROSATI*VIA LARGO ROSATI*RIFUNZIONALIZZAZIONE ED EFFICIENTAMENTO ENERGETICO E MITIGAZIONE DELLE VULNERABILITÀ SISMICHE.;COMUNE DI CIVITELLA DEL TRONTO;00467160677;325000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B73D22000820006;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;03;INFRASTRUTTURE DEL SETTORE ENERGETICO;0306__;PRODUZIONE  DI ENERGIA;0306__998_;ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;ISTITUTO COMPRENSIVO CIVITELLA DEL TRONTO  MUNICIPIO CIVITELLA DEL TRONTO  ASILO NIDO VILLA LEMPA  SCUOLA PRIMARIA FAVALE  CAMPO SPORTIVO G. DI SILVESTRE  SCUOLA PONZANO  CAMPO SPORTIVO FAVALE  SCUOLA ELEMENTARE VILLA LEMPA*VIA CIVITELLA DEL TRONTO*IL PRO;COMUNE DI CIVITELLA DEL TRONTO;00467160677;1650000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B79J21036370001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0533__;DIREZIONALI E AMMINISTRATIVE;0533__003_;STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;RIFUNZIONALIZZAZIONE DI EDIFICI COMUNALI IN COCULLO CAPOLUOGO E FRAZIONE CASALE.  PNC AL PNRR COMUNI DEL CRATERE 2009*PIAZZA MADONNA DELLE GRAZIE*ADEGUAMENTO ENERGETICO EDIFICI PUBBLICI;COMUNE DI COCULLO;00218020667;246322,06;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B87H21011380001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0530__;SANITARIE;0530__150_;ALTRI PRESIDI SANITARI TERRITORIALI;DISTRETTO SANITARIO*VIA TESTRINA*RIFUNZIONALIZZAZIONE EDIFICI PUBBLICI TORNIMPARTE;COMUNE DI TORNIMPARTE;00190240663;583711,95;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B89J21031250001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0533__;DIREZIONALI E AMMINISTRATIVE;0533__004_;EDIFICI E INFRASTRUTTURE PER UFFICI;RIFUNZIONALIZZAZIONE E EFFICIENTAMENTO ENERGETICO SEDE COMUNALETTT*PIAZZA DELLA REPUBBLICA, 14*RIFUNZIONALIZZAZIONE E EFFICIENTAMENTO ENERGETICO SEDE COMUNALE;COMUNE DI GORIANO SICOLI;00218000669;299229,45;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;B93G21000070001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;RIQUALIFICAZIONE IMMOBILI ZONA SPITFIRE DA  DESTINARE A SERVIZI TURISTICI CULTURALI  INTERCOMUNALI*LOC. MADONNA DELLA CROCE*INTERVENTO DI RIQUALIFICAZIONE AREA ED IMMOBILI EX SPITFIRE;COMUNE DI CALDAROLA;00217240431;595000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C12C23000200003;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;03;INFRASTRUTTURE DEL SETTORE ENERGETICO;0306__;PRODUZIONE  DI ENERGIA;0306__998_;ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;REALIZZAZIONE DI SISTEMI CENTRALIZZATI DI PRODUZIONE E DISTRIBUZIONE INTELLIGENTE DI ENERGIA DA FONTI RINNOVABILI ATTRAVERSO COMUNITA ENERGETICHE PER LA CONDIVISIONE DIVERSE LOCALIZZAZIONI*VIA VARIE*REALIZZAZIONE DI SISTEMI CENTRALIZZATI DI PRODUZIONE E D;COMUNE DI L'AQUILA;80002270660;10369730,72;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C12F21002630006;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;EX OSPEDALE DI RIETI - 2° STRALCIO*VIA CENTURONI*RIFUNZIONALIZZAZIONE DELL'EDIFICIO;UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA 2016 DELLA REGIONE LAZIO;90076740571;5000000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C13D21003300001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0508__;SOCIALI E SCOLASTICHE;0508__087_;SCUOLE ELEMENTARI, MEDIE E SUPERIORI;CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE DELL'EX SCUOLA PRIMARIA DI POGGIO SANTA MARIA*POGGIO SANTA MARIA*INTERVENTO DI RECUPERO - CONSOLIDAMENTO E RIPRISTINO FUNZIONALE;COMUNE DI L'AQUILA;80002270660;150000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C14E21001670001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0534__;GIUDIZIARIE E PENITENZIARIE;0534__094_;PRETURE E TRIBUNALI;CONSOLIDAMENTO E COMPLETAMENTO PALAZZO DI GIUSTIZIA*VIA XX SETTEMBRE - L'AQUILA*COMPLETAMENTO ED EFFICENTAMENTO PALAZZO DI GIUSTIZIA DELL'AQUILA;COMUNE DI L'AQUILA;80002270660;3000000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C14E21001680001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0105__;TRASPORTO URBANO;0105__999_;ALTRI STRUTTURE/INFRASTRUTTURE DI TRASPORTO URBANE;AUTORIMESSA/ SEDE AMA S.P.A. - AZIENDA MOBILITA' AQUILANA -*LOCALITÀ CAMPO DI PILE*RIFUNZIONALIZZAZIONE ED ADEGUAMENTO ENERGETICO RIMESSA MEZZI ELETTRICI AMA;COMUNE DI L'AQUILA;80002270660;2000000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C17H21010260001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0533__;DIREZIONALI E AMMINISTRATIVE;0533__003_;STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;EDIFICO DELEGAZIONE PAGANICA*PIAZZA UMBERTO I° - PAGANICA*AMMODERNAMENTO EDIFICIO DELEGAZIONE PAGANICA;COMUNE DI L'AQUILA;80002270660;100000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C17H21010270001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0508__;SOCIALI E SCOLASTICHE;0508__085_;UNIVERSITA';CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE DELL'EX SCUOLA DELL'INFANZIA DI ROIO PIANO IN LAQUILA*FRAZIONE ROIO PIANO*CONSOLIDAMENTO DELLE STRUTTURE PORTANTI DEL VECCHIO EDIFICIO SCOLASTICO E RIFUNZIONALIZZAZIONE E COMPLETAMENTO DELL'EDIFICIO REALIZZATO IN ADI;COMUNE DI L'AQUILA;80002270660;1000000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C17H21010290001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;RIFUNZIONALIZZAZIONE DI EDIFICI TEMPORANEI PER LA REALIZZAZIONE DEL CENTRO NAZIONALE DEL SERVIZIO CIVILE UNIVERSALE, EFFICIENTAMENTO ENERGETICO E MITIGAZIONE VULNERABILITÀ SISMICHE DI EDIFICI  TEMPORANEI*ALCUNI EDIFICI DEL PROGETTO C.A.S.E. ED ALTRE STRUT;COMUNE DI L'AQUILA;80002270660;60000000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047350001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE CENTRO SOCIALE BAZZANO*VIA PAPARISCO, 1 - BAZZANO*AMMODERNAMENTO DELLA STRUTTURA AGGREGATIVA SOCIALE E SPORTIVA DENOMINATA CENTRO SOCIALE SANTA GIUSTA;COMUNE DI L'AQUILA;80002270660;150000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047380001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0508__;SOCIALI E SCOLASTICHE;0508__081_;EDIFICI SOCIALI, CULTURALI E ASSISTENZIALI;CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE DELL'EX SCUOLA MATERNA DI CANSATESSA*PIAZZA CANSATESSA*CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE DELL'EX SCUOLA MATERNA DI CANSATESSA;COMUNE DI L'AQUILA;80002270660;200000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047400001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0508__;SOCIALI E SCOLASTICHE;0508__081_;EDIFICI SOCIALI, CULTURALI E ASSISTENZIALI;CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE DELL'EX SCUOLA  PRIMARIA DI PIANOLA*VIA L'AQUILA-PIANOLA*CONSOLIDAMENTO E RIFUNZIONALIZZAZIONE DELL'EX SCUOLA  PRIMARIA DI PIANOLA;COMUNE DI L'AQUILA;80002270660;300000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047410001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;AMMODERNAMENTO ED ADEGUAMENTO IMMOBILI SITI IN COLLEMAGGIO PARCO DEL SOLE*VIA COLLEMAGGIO*AMMODERNAMENTO ED ADEGUAMENTO IMMOBILI SITI IN COLLEMAGGIO PARCO DEL SOLE;COMUNE DI L'AQUILA;80002270660;600000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047430001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;EX SCUOLA PRIMARIA DI PRETURO*PRETURO - L'AQUILA*CONSOLIDAMENTO E RIFUNZIONALIZAZIONE DELL'EX SCUOLA PRIMARIA DI PRETURO;COMUNE DI L'AQUILA;80002270660;400000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047440001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;EX SCUOLA DELL'INFANZIA DI GIGNANO*GIGNANO - L'AQUILA*CONSOLIDAMENTO E RIFUNZIONALIZAZIONE DELL'EX SCUOLA DELL'INFANZIA DI GIGNANO;COMUNE DI L'AQUILA;80002270660;500000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.1;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;B.1.1.0;CITTÀ E PAESI SICURI, SOSTENIBILI E CONNESSI;Commissario straordinario sisma;C19J21047460001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;EX SCUOLA PRIMARIA DI MONTICCHIO*MONTICCHIO - L'AQUILA*CONSOLIDAMENTO E RIFUNZIONALIZAZIONE DELL'EX SCUOLA PRIMARIA DI MONTICCHIO;COMUNE DI L'AQUILA;80002270660;300000,00;07/03/2024
